ID,TARGET
64252,0
31278,0
148245,0
133657,0
68463,0
30962,4471984.113
38057,0
62257,0
26411,0
17652,0
6929,0
137732,0
54299,0
91117,3798074.612
40426,0
36444,0
106938,0
85915,0
42445,0
63017,0
96111,0
114467,0
118351,0
109204,0
129280,0
135693,0
112309,3893559.463
134418,0
9381,4654342.33
78267,0
97006,0
95941,2616949.737
143184,0
65959,0
35766,0
76784,0
40910,0
71431,0
56610,0
19292,0
68612,0
91185,2636890.563
71151,0
118783,0
58612,0
116909,0
46324,0
40201,0
127099,0
93790,0
128846,0
95061,0
36742,0
98568,0
92901,0
119724,2238937.146
20169,0
107394,0
141688,0
106474,0
65604,0
88610,2467114.052
102750,3558601.314
580,0
74232,0
105303,0
112312,0
42773,0
151497,0
94715,0
7981,0
34471,0
82374,0
130067,0
103026,0
68783,0
5301,0
41004,0
59182,0
25357,0
93905,0
47744,0
2993,0
58805,0
128035,0
37342,0
38885,2620909.264
113353,0
20353,0
130061,0
12286,0
30751,0
35562,0
53797,0
8553,0
27600,0
112408,0
112876,0
29293,12580871.38
107758,0
94923,0
13646,0
52932,0
353,5522160.97
114420,0
16000,0
90789,0
92102,0
60655,0
18038,0
102420,6908349.338
113647,0
143686,0
92709,0
54963,0
38307,5630881.194
74383,0
15423,0
31644,0
40628,0
12287,0
146000,0
102115,0
100598,1959004.155
124141,0
2604,3428550.376
76952,0
103744,0
32128,3960720.732
93490,0
38848,0
60298,2817805.386
46379,0
27794,2943855.175
94452,0
109986,0
81482,0
85446,0
100482,0
7056,0
30991,0
20208,5523054.751
126256,0
103200,0
72217,0
99834,5517990.605
103624,0
68126,0
114322,2447623.887
81087,0
117505,0
50349,0
2720,3093875.284
89477,0
71042,2817079.9
14080,0
39921,0
125766,0
115718,0
62079,0
218,0
49469,0
136969,0
86147,0
10049,0
12801,0
74803,0
19933,0
127331,0
26472,0
69291,0
140175,0
129859,0
63081,0
31706,0
91583,0
41181,0
50995,0
115,0
33263,6228704.355
107370,0
15180,0
116583,0
63993,0
124775,0
32715,0
147221,0
97941,0
48777,0
7930,0
150758,2419135.605
102030,0
105148,0
14567,48163981.09
41037,0
11170,0
147442,0
51990,0
95442,0
32126,0
18381,0
53637,0
12193,0
43182,0
7559,0
83872,0
13282,0
102060,0
85953,0
16470,0
124253,0
108118,0
104500,0
151128,0
62471,0
50990,0
71217,0
58342,0
147710,0
63955,0
49171,5519870.314
47238,3770450.854
93323,0
74229,0
135970,0
52556,0
35133,0
95258,0
7910,0
65999,0
28327,0
79436,0
100362,0
40969,0
102264,0
52736,3006341.717
63793,0
90665,0
38791,0
50157,0
125538,0
24639,0
17410,0
126414,0
65877,0
22374,0
72728,0
118474,0
28245,0
137954,0
134909,0
143655,0
59184,0
34038,0
118725,0
102577,0
80856,0
81506,0
2592,0
132764,0
81152,0
149452,0
89404,0
48889,0
87156,0
4275,0
100207,5521282.695
133612,0
61212,0
130943,0
30554,0
33526,0
65416,0
39054,0
73701,0
140458,0
113138,0
13153,0
11547,0
135788,0
4994,0
69514,0
90255,0
101232,4495898.495
78680,0
134183,0
58660,0
81107,0
144145,8167371.837
44363,950198.4134
20847,0
99207,0
105906,0
146178,0
66291,0
74167,0
74502,0
49824,0
117577,0
134169,0
95637,0
75637,0
108043,0
82459,0
32331,0
61211,0
18043,6835470.811
73659,0
88158,0
86964,0
22534,0
18709,0
146388,0
64786,0
5771,0
128605,0
36682,0
139104,0
111983,0
52384,0
102494,0
132138,0
80366,0
96384,0
83419,0
126431,0
114961,5511842.723
6602,0
104288,0
107301,5683155.186
109408,0
26779,0
41403,0
133318,0
138689,0
68688,0
121078,0
16297,2752091.887
139151,0
129309,4273001.729
39157,0
75635,0
126947,0
136552,0
74018,0
143921,0
103113,0
15594,0
97327,0
53762,0
110331,0
55032,0
12150,0
150456,0
28547,0
137823,3418230.321
137644,0
1564,0
13678,0
131848,0
148618,0
88549,0
142308,0
20491,0
145779,0
19910,0
109856,0
22046,0
47919,0
40465,0
109010,0
2447,0
5093,0
130105,0
16500,0
14457,0
10946,0
60045,0
146360,7607422.14
31844,0
148664,0
146349,0
75126,0
22409,0
55345,0
67318,0
2786,0
107897,0
86580,0
136257,2486569.041
43602,2121958.917
80304,1552477.584
27398,0
114985,0
62011,0
89944,0
91456,0
21009,0
126200,0
80451,0
93399,4207619.425
133476,7443782.488
113336,0
143611,0
12609,0
141773,0
6774,0
38052,0
22177,0
10719,0
41601,0
148728,0
37690,0
55656,0
1644,0
115509,0
47801,0
49612,0
25308,0
64823,0
697,0
120883,0
51324,0
2506,0
126069,0
47138,0
131811,0
140759,0
21776,0
32460,0
76013,0
62747,5519961.461
115938,0
140021,0
124783,0
51997,0
43403,0
146594,0
121714,0
59547,0
119244,0
49758,0
58439,0
63148,0
1401,0
10673,0
84224,0
52355,0
120872,5540192.552
15552,5693088.885
74297,4945393.245
28328,0
136926,4675852.276
88228,0
124257,0
117766,0
57118,0
116871,0
60080,0
42937,0
36643,0
91706,0
19158,0
54077,0
91805,0
35290,0
111080,0
77011,0
147660,0
31609,0
123580,0
45584,0
81585,0
32794,0
42492,0
90385,0
173,0
140791,0
19960,0
47087,0
38926,0
49871,3331146.513
100142,0
126836,0
428,0
19080,0
131951,0
121146,0
138784,5518130.471
148409,0
8405,0
94550,0
130356,5548516.15
79888,0
19509,0
137967,0
9521,3908490.526
74632,0
107333,0
97489,0
87362,0
100712,0
12210,0
31498,0
64071,0
20450,0
75627,0
49331,0
22430,0
68963,0
136624,0
39196,0
144475,2603146.83
131436,0
137415,0
12231,0
51789,0
27051,0
9607,0
31151,0
65359,0
109635,0
44141,9045013.196
6731,0
102818,3559471.083
106656,0
112410,0
98202,0
84845,0
20946,0
138179,0
137878,0
7732,0
2399,0
54222,0
143888,0
25365,0
45295,0
43863,0
87589,0
146599,10060722.84
63407,0
86089,2657503.03
134645,0
106449,5539947.835
135471,0
94464,0
120053,0
122652,0
130651,0
116857,0
91515,0
37790,0
114392,0
90715,0
90942,0
56419,1942339.593
79030,0
110649,0
98751,0
119819,0
49251,0
60102,0
125431,0
142988,2172576.484
23660,0
115378,4169685.126
74240,0
89139,0
125871,0
133124,0
12652,0
108217,0
58128,0
83864,0
61460,0
33351,0
131448,0
3785,0
106005,0
146751,0
25324,0
135941,0
141184,0
69059,0
24961,0
112064,0
135490,0
93283,0
136249,0
50872,0
135413,0
60671,0
9143,0
148205,0
85048,0
95908,0
16084,0
26304,0
17341,662459.6859
65651,5524998.17
97303,0
92254,0
105146,3939102.35
53219,0
44481,0
27322,0
72561,0
43847,0
52079,0
76965,0
135356,0
115743,0
6050,0
120347,0
17840,0
121223,0
86382,0
61478,0
81402,0
55337,5519692.257
32242,0
50619,0
47672,0
129669,0
75422,0
90604,2606998.769
134638,0
101389,0
86210,0
149040,0
22777,0
53828,0
76533,0
19029,0
129862,0
119554,0
24051,0
91588,0
16219,0
116696,0
58820,0
62440,0
44155,0
93657,0
7295,0
65742,0
70714,0
712,0
9979,0
64686,0
82327,0
84880,0
14681,6888533.85
131211,0
37630,9007381.734
23328,0
101711,0
43350,0
560,0
44527,0
112057,0
48704,0
1101,0
77588,0
121183,0
130073,0
116964,0
81134,1990527.385
134146,0
54101,0
140880,0
18329,0
72296,0
14000,0
113313,0
129864,3515618.898
55259,0
61546,0
104004,0
100525,0
18492,0
128623,0
141603,0
107068,0
121531,2771517.186
127190,2122438.153
31684,0
112052,0
146653,0
142305,0
141704,0
16014,0
34312,0
59226,0
12468,0
137382,0
98841,0
114584,0
100032,0
122626,0
139520,0
1314,0
120524,0
133284,19433103.75
115217,0
44892,0
106865,0
30989,0
133323,0
127382,0
71188,0
98689,0
808,0
30331,0
71179,0
43341,0
47435,0
94450,0
126558,0
93709,0
70514,0
18695,0
94607,0
26953,0
151100,0
68090,0
25206,0
142720,0
40174,0
138549,0
138025,0
46595,0
138242,5901188.784
151406,0
49527,0
78990,0
17982,0
68060,0
128762,0
112690,0
110938,0
24736,0
24587,0
23199,0
129194,0
29330,0
92529,0
63343,0
30098,0
54594,0
141834,0
78179,0
106612,0
67353,0
26057,0
65475,0
49057,0
120964,0
84368,0
9041,0
30288,0
145974,0
80528,0
63311,0
125994,0
92582,0
62950,0
70685,0
122228,0
62814,0
103582,0
80046,0
107534,0
55362,0
72615,0
42107,0
78182,0
9052,0
110065,0
33921,0
18112,948896.9883
31854,0
141237,0
24059,0
110345,0
73323,0
123585,0
113292,0
120565,0
89995,0
23802,0
47164,0
55293,0
9778,2778214.91
75384,0
143775,90742422.46
61307,0
8971,0
35503,0
124821,5520547.821
64209,0
67214,0
35433,0
76715,0
123640,0
11577,0
96862,0
14698,0
47677,0
21050,0
109036,0
124174,0
138974,0
46008,0
26362,0
134040,0
121851,0
92633,0
73598,0
77603,0
72749,0
26836,0
102389,2989129.854
87677,0
81284,0
54780,0
4028,0
95029,0
138823,0
79135,0
67482,5338822.163
129913,0
7815,5655253.495
148680,0
117612,0
9733,0
57886,0
30850,0
131472,0
19267,0
134212,0
28019,0
30701,5497176.231
105323,0
115112,0
15245,0
120820,0
33306,2658694.683
48213,0
60014,0
8031,0
85990,0
41845,0
70953,0
2221,0
135037,0
7973,0
60593,0
29338,0
119796,0
88143,0
124898,0
97639,0
77447,0
128956,0
34114,0
52819,3161931.999
16309,0
77024,0
30793,4605637.503
26180,0
98899,0
120501,0
116096,0
114787,2114635.88
122869,0
60888,0
30796,0
97626,0
58456,0
13051,0
110534,0
22841,0
26796,0
126355,0
90762,0
91411,0
43067,0
33507,0
105275,0
145566,4194321.315
17624,0
89886,0
59535,0
77421,2112754.422
118256,0
61578,0
46855,0
136440,0
75544,0
78272,0
15265,0
1119,0
22432,0
115428,0
88665,0
132012,0
88628,0
129917,0
103791,5518533.02
108132,0
61709,0
4645,0
57179,0
62441,0
24479,0
150701,0
60403,0
41194,0
19531,0
72086,0
82677,0
54018,0
120512,5519498.89
108093,4786322.515
141319,0
56111,0
3066,0
71928,0
33706,0
53588,0
34861,0
130639,0
33078,0
75197,0
7918,0
33640,5528878.594
5209,0
144217,0
13053,0
25119,0
124230,0
48872,0
57233,0
135799,0
41810,0
34739,0
115085,3503004.774
65550,0
131877,0
142645,0
119513,0
136434,0
62528,0
120673,0
88078,0
90203,0
80002,0
1703,0
129247,0
73691,0
48990,0
126718,0
80649,0
7853,0
20971,0
5878,0
99678,0
54874,0
118898,0
107790,0
141780,0
114247,0
23796,0
36477,0
85768,0
56847,5523749.246
40018,0
76498,0
50911,0
111947,0
104178,0
59110,0
62559,0
6782,0
122480,0
134895,0
138773,0
143098,0
49029,0
144473,0
85374,0
101986,0
90501,0
60196,0
44353,0
93338,0
106556,2926646.731
3604,0
93511,0
87688,0
110710,0
114526,0
97930,0
80500,0
67371,0
92753,0
66428,0
126100,0
51932,0
4745,0
137807,0
126907,0
135401,0
146688,0
71348,0
76908,0
59978,0
126913,0
47784,0
147892,0
77479,0
27155,0
68518,0
149748,0
46103,0
27707,0
46480,0
34346,0
135813,0
78721,0
86065,0
5788,5527655.523
109737,0
143957,0
79113,0
79245,0
33854,0
85896,0
12909,0
98839,0
131800,0
54287,0
87940,0
40537,0
87853,0
74043,0
33383,0
131458,0
34256,0
144258,0
81611,5523319.108
19528,4646153.085
83928,0
110402,0
129168,0
54466,0
107568,0
9650,0
91786,0
55527,0
14741,0
146756,9390830.895
47326,0
129031,0
92071,0
42454,0
34592,0
141623,0
26129,0
113137,0
52183,0
54957,0
72559,0
148628,0
102016,0
51820,0
139317,0
21068,0
24669,0
126864,0
125339,0
106894,0
8815,0
18419,0
94480,0
98885,0
67446,0
99173,0
2231,0
76356,0
46645,0
112024,0
96844,0
79035,0
147529,2350343.155
97967,0
83288,0
130091,0
33071,0
23395,0
120595,7017069.93
121667,0
104247,0
131508,0
138848,0
51435,0
77125,0
53031,0
28369,0
125914,0
31832,0
87012,0
27986,0
87632,0
9580,0
69864,0
124377,3303457.595
64648,0
86610,0
98092,0
120932,4105991.005
104401,0
6033,4138599.767
129285,2016177.36
51831,0
76942,0
65951,0
143042,0
40790,0
49861,0
126441,0
128637,0
33962,0
10838,0
17011,0
75905,0
76269,0
127076,0
82631,0
104119,4815329.932
76390,0
7777,5519337.795
93958,0
136465,0
90046,0
149506,0
58908,0
100024,0
45841,0
54813,0
35608,0
53037,0
2473,0
105364,0
11076,0
98352,0
7949,0
141182,0
27790,0
35532,0
54818,0
71082,0
57193,0
114252,0
106441,0
93651,0
90600,5520419.542
143035,6681646.9
17856,0
54377,0
87888,0
61587,0
55095,0
67890,0
73096,0
81703,0
76873,3830148.758
107961,0
39652,0
38165,0
138894,0
70141,0
129792,0
101047,0
5493,0
132662,0
98471,0
2099,0
99968,0
24032,0
124740,0
111059,0
16635,0
88352,0
101501,0
150798,0
88849,0
98882,0
88860,0
126533,0
109236,5519743.675
96445,0
143303,5536387.648
43279,0
119525,0
112087,0
108908,0
63274,0
101351,0
106013,0
95932,0
19487,0
37742,0
46752,0
3775,0
132638,0
2646,0
95481,0
50939,3387710.692
14622,0
81510,3387616.052
71963,0
35796,21026637.14
16499,0
31976,0
13638,0
84390,2295634.623
146610,0
125089,0
138039,0
6114,0
121989,0
12177,6690163.021
8018,0
74364,0
36564,0
116644,0
129251,5519339.865
21934,0
78916,0
20968,0
66379,0
61405,0
60446,0
35773,2377468.211
147563,0
150585,0
40053,0
58614,0
92194,0
67898,0
6286,0
13886,0
90453,0
51587,0
122579,0
51366,0
77076,0
41453,0
105462,0
95192,0
105381,0
100050,0
38326,0
26886,0
67894,0
92133,0
117418,0
59635,0
54886,0
108869,0
117756,3192643.167
83204,0
122407,0
35023,0
96798,0
50891,0
5940,0
38812,0
88973,0
102527,0
21373,0
1395,0
89825,0
145725,0
90245,0
132054,0
10363,0
20896,0
14657,9960555.164
88692,0
75435,3108550.566
65081,0
18598,0
114821,0
64056,0
151381,0
100283,0
5601,0
95324,0
15988,0
